date,country,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
2020-1-22,Algeria,0.0,0.0,0.0,0.0,0.0
2020-1-23,Algeria,0.0,0.0,0.0,0.0,0.0
2020-1-24,Algeria,0.0,0.0,0.0,0.0,0.0
2020-1-25,Algeria,0.0,0.0,0.0,0.0,0.0
2020-1-26,Algeria,0.0,0.0,0.0,0.0,0.0
2020-1-27,Algeria,0.0,0.0,0.0,0.0,0.0
2020-1-28,Algeria,0.0,0.0,0.0,0.0,0.0
2020-1-29,Algeria,0.0,0.0,0.0,0.0,0.0
2020-1-30,Algeria,0.0,0.0,0.0,0.0,0.0
2020-1-31,Algeria,0.0,0.0,0.0,0.0,0.0
2020-10-01,Algeria,51690.0,160.0,13667.0,1741.0,5.0
2020-10-02,Algeria,51847.0,157.0,13713.0,1749.0,8.0
2020-10-03,Algeria,51995.0,148.0,13757.0,1756.0,7.0
2020-10-04,Algeria,52136.0,141.0,13798.0,1760.0,4.0
2020-10-05,Algeria,52270.0,134.0,13830.0,1768.0,8.0
2020-10-06,Algeria,52399.0,129.0,13868.0,1768.0,0.0
2020-10-07,Algeria,52520.0,121.0,13892.0,1771.0,3.0
2020-10-08,Algeria,52658.0,138.0,13917.0,1783.0,12.0
2020-10-09,Algeria,52804.0,146.0,13948.0,1789.0,6.0
2020-10-10,Algeria,52940.0,136.0,13975.0,1795.0,6.0
2020-10-11,Algeria,53072.0,132.0,14101.0,1801.0,6.0
2020-10-12,Algeria,53225.0,153.0,14034.0,1809.0,8.0
2020-10-13,Algeria,53399.0,174.0,14089.0,1818.0,9.0
2020-10-14,Algeria,53584.0,185.0,14154.0,1827.0,9.0
2020-10-15,Algeria,53777.0,193.0,14347.0,1827.0,0.0
2020-10-16,Algeria,53998.0,221.0,14301.0,1841.0,14.0
2020-10-17,Algeria,54203.0,205.0,14386.0,1846.0,5.0
2020-10-18,Algeria,54402.0,199.0,14458.0,1856.0,10.0
2020-10-19,Algeria,54616.0,214.0,14536.0,1865.0,9.0
2020-10-20,Algeria,54829.0,213.0,14610.0,1873.0,8.0
2020-10-21,Algeria,55081.0,252.0,14719.0,1880.0,7.0
2020-10-22,Algeria,55357.0,276.0,14851.0,1888.0,8.0
2020-10-23,Algeria,55630.0,273.0,14945.0,1897.0,9.0
2020-10-24,Algeria,55880.0,250.0,15041.0,1907.0,10.0
2020-10-25,Algeria,56143.0,263.0,15134.0,1914.0,7.0
2020-10-26,Algeria,56419.0,276.0,15224.0,1922.0,8.0
2020-10-27,Algeria,56706.0,287.0,15331.0,1931.0,9.0
2020-10-28,Algeria,57026.0,320.0,15450.0,1941.0,10.0
2020-10-29,Algeria,57332.0,306.0,15748.0,1949.0,8.0
2020-10-30,Algeria,57651.0,319.0,15681.0,1956.0,7.0
2020-10-31,Algeria,57942.0,291.0,15777.0,1964.0,8.0
2020-11-01,Algeria,58272.0,330.0,15904.0,1973.0,9.0
2020-11-02,Algeria,58574.0,302.0,16017.0,1980.0,7.0
2020-11-03,Algeria,58979.0,405.0,16422.0,1980.0,0.0
2020-11-04,Algeria,59527.0,548.0,16527.0,1999.0,19.0
2020-11-05,Algeria,60169.0,642.0,16914.0,2011.0,12.0
2020-11-06,Algeria,60800.0,631.0,17266.0,2024.0,13.0
2020-11-07,Algeria,61381.0,581.0,17562.0,2036.0,12.0
2020-11-08,Algeria,62051.0,670.0,17966.0,2048.0,12.0
2020-11-09,Algeria,62693.0,642.0,18306.0,2062.0,14.0
2020-11-10,Algeria,63446.0,753.0,18743.0,2077.0,15.0
2020-11-11,Algeria,64257.0,811.0,19184.0,2093.0,16.0
2020-11-12,Algeria,65108.0,851.0,20017.0,2111.0,18.0
2020-11-13,Algeria,65975.0,867.0,20072.0,2124.0,13.0
2020-11-14,Algeria,66819.0,844.0,20481.0,2139.0,15.0
2020-11-15,Algeria,67679.0,860.0,20892.0,2154.0,15.0
2020-11-16,Algeria,68589.0,910.0,21273.0,2168.0,14.0
2020-11-17,Algeria,69591.0,1002.0,22257.0,2186.0,18.0
2020-11-18,Algeria,70629.0,1038.0,22097.0,2206.0,20.0
2020-11-19,Algeria,71652.0,1023.0,22466.0,2224.0,18.0
2020-11-20,Algeria,72755.0,1103.0,22938.0,2236.0,12.0
2020-11-21,Algeria,73774.0,1019.0,23336.0,2255.0,19.0
2020-11-22,Algeria,74862.0,1088.0,23793.0,2275.0,20.0
2020-11-23,Algeria,75867.0,1005.0,24152.0,2294.0,19.0
2020-11-24,Algeria,77000.0,1133.0,24621.0,2309.0,15.0
2020-11-25,Algeria,78025.0,1025.0,24984.0,2329.0,20.0
2020-11-26,Algeria,79110.0,1085.0,25424.0,2352.0,23.0
2020-11-27,Algeria,80168.0,1058.0,25850.0,2372.0,20.0
2020-11-28,Algeria,81212.0,1044.0,26251.0,2393.0,21.0
2020-11-29,Algeria,82221.0,1009.0,26607.0,2410.0,17.0
2020-11-30,Algeria,83199.0,978.0,26959.0,2431.0,21.0
2020-12-01,Algeria,84152.0,953.0,27300.0,2447.0,16.0
2020-12-02,Algeria,85084.0,932.0,27630.0,2464.0,17.0
2020-12-03,Algeria,85927.0,843.0,27909.0,2480.0,16.0
2020-12-04,Algeria,86730.0,803.0,28159.0,2492.0,12.0
2020-12-05,Algeria,87502.0,772.0,28384.0,2501.0,9.0
2020-12-06,Algeria,88252.0,750.0,28590.0,2516.0,15.0
2020-12-07,Algeria,88825.0,573.0,28650.0,2527.0,11.0
2020-12-08,Algeria,89416.0,591.0,28731.0,2539.0,12.0
2020-12-09,Algeria,90014.0,598.0,29314.0,2554.0,15.0
2020-12-10,Algeria,90579.0,565.0,28880.0,2564.0,10.0
2020-12-11,Algeria,91121.0,542.0,28956.0,2575.0,11.0
2020-12-12,Algeria,91638.0,517.0,29026.0,2584.0,9.0
2020-12-13,Algeria,92102.0,464.0,29049.0,2596.0,12.0
2020-12-14,Algeria,92597.0,495.0,29100.0,2609.0,13.0
2020-12-15,Algeria,93065.0,468.0,29135.0,2623.0,14.0
2020-12-16,Algeria,93507.0,442.0,29176.0,2631.0,8.0
2020-12-17,Algeria,93933.0,426.0,29204.0,2640.0,9.0
2020-12-18,Algeria,94371.0,438.0,29237.0,2647.0,7.0
2020-12-19,Algeria,94781.0,410.0,29253.0,2659.0,12.0
2020-12-20,Algeria,95203.0,422.0,29277.0,2666.0,7.0
2020-12-21,Algeria,95659.0,456.0,29340.0,2675.0,9.0
2020-12-22,Algeria,96069.0,410.0,29362.0,2687.0,12.0
2020-12-23,Algeria,96549.0,480.0,29452.0,2696.0,9.0
2020-12-24,Algeria,97007.0,458.0,29525.0,2705.0,9.0
2020-12-25,Algeria,97441.0,434.0,29581.0,2716.0,11.0
2020-12-26,Algeria,97857.0,416.0,29630.0,2722.0,6.0
2020-12-27,Algeria,98249.0,392.0,29659.0,2728.0,6.0
2020-12-28,Algeria,98631.0,382.0,29680.0,2737.0,9.0
2020-12-29,Algeria,98988.0,357.0,29693.0,2745.0,8.0
2020-12-30,Algeria,99311.0,323.0,29705.0,2751.0,6.0
2020-12-31,Algeria,99610.0,299.0,29727.0,2756.0,5.0
2020-2-01,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-02,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-03,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-04,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-05,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-06,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-07,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-08,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-09,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-10,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-11,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-12,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-13,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-14,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-15,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-16,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-17,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-18,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-19,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-20,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-21,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-22,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-23,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-24,Algeria,0.0,0.0,0.0,0.0,0.0
2020-2-25,Algeria,1.0,0.0,1.0,0.0,0.0
2020-2-26,Algeria,1.0,0.0,1.0,0.0,0.0
2020-2-27,Algeria,1.0,0.0,1.0,0.0,0.0
2020-2-28,Algeria,1.0,0.0,1.0,0.0,0.0
2020-2-29,Algeria,1.0,0.0,1.0,0.0,0.0
2020-3-01,Algeria,3.0,2.0,3.0,0.0,0.0
2020-3-02,Algeria,5.0,2.0,5.0,0.0,0.0
2020-3-03,Algeria,8.0,3.0,8.0,0.0,0.0
2020-3-04,Algeria,17.0,9.0,17.0,0.0,0.0
2020-3-05,Algeria,17.0,0.0,17.0,0.0,0.0
2020-3-06,Algeria,17.0,0.0,17.0,0.0,0.0
2020-3-07,Algeria,19.0,2.0,19.0,0.0,0.0
2020-3-08,Algeria,20.0,1.0,20.0,0.0,0.0
2020-3-09,Algeria,20.0,0.0,20.0,0.0,0.0
2020-3-10,Algeria,20.0,0.0,20.0,0.0,0.0
2020-3-11,Algeria,20.0,0.0,12.0,0.0,0.0
2020-3-12,Algeria,26.0,6.0,14.0,2.0,2.0
2020-3-13,Algeria,26.0,0.0,14.0,2.0,0.0
2020-3-14,Algeria,39.0,13.0,26.0,3.0,1.0
2020-3-15,Algeria,54.0,15.0,40.0,4.0,1.0
2020-3-16,Algeria,60.0,6.0,46.0,4.0,0.0
2020-3-17,Algeria,61.0,1.0,46.0,5.0,1.0
2020-3-18,Algeria,75.0,14.0,36.0,7.0,2.0
2020-3-19,Algeria,90.0,15.0,49.0,9.0,2.0
2020-3-20,Algeria,94.0,4.0,51.0,11.0,2.0
2020-3-21,Algeria,139.0,45.0,59.0,15.0,4.0
2020-3-22,Algeria,201.0,62.0,119.0,17.0,2.0
2020-3-23,Algeria,230.0,29.0,148.0,17.0,0.0
2020-3-24,Algeria,264.0,34.0,221.0,19.0,2.0
2020-3-25,Algeria,302.0,38.0,216.0,21.0,2.0
2020-3-26,Algeria,367.0,65.0,313.0,25.0,4.0
2020-3-27,Algeria,409.0,42.0,354.0,26.0,1.0
2020-3-28,Algeria,454.0,45.0,394.0,29.0,3.0
2020-3-29,Algeria,511.0,57.0,449.0,31.0,2.0
2020-3-30,Algeria,584.0,73.0,512.0,35.0,4.0
2020-3-31,Algeria,716.0,132.0,626.0,44.0,9.0
2020-4-01,Algeria,847.0,131.0,728.0,58.0,14.0
2020-4-02,Algeria,986.0,139.0,839.0,86.0,28.0
2020-4-03,Algeria,1171.0,185.0,1004.0,105.0,19.0
2020-4-04,Algeria,1251.0,80.0,1031.0,130.0,25.0
2020-4-05,Algeria,1320.0,69.0,1078.0,152.0,22.0
2020-4-06,Algeria,1423.0,103.0,1160.0,173.0,21.0
2020-4-07,Algeria,1468.0,45.0,1162.0,193.0,20.0
2020-4-08,Algeria,1572.0,104.0,1130.0,205.0,12.0
2020-4-09,Algeria,1666.0,94.0,1084.0,235.0,30.0
2020-4-10,Algeria,1761.0,95.0,1100.0,256.0,21.0
2020-4-11,Algeria,1825.0,64.0,1090.0,275.0,19.0
2020-4-12,Algeria,1914.0,89.0,1030.0,293.0,18.0
2020-4-13,Algeria,1983.0,69.0,1069.0,313.0,20.0
2020-4-14,Algeria,2070.0,87.0,1053.0,326.0,13.0
2020-4-15,Algeria,2160.0,90.0,1116.0,336.0,10.0
2020-4-16,Algeria,2268.0,108.0,1137.0,348.0,12.0
2020-4-17,Algeria,2418.0,150.0,1208.0,364.0,16.0
2020-4-18,Algeria,2534.0,116.0,1273.0,367.0,3.0
2020-4-19,Algeria,2629.0,95.0,1207.0,375.0,8.0
2020-4-20,Algeria,2718.0,89.0,1235.0,384.0,9.0
2020-4-21,Algeria,2811.0,93.0,1267.0,392.0,8.0
2020-4-22,Algeria,2910.0,99.0,1304.0,402.0,10.0
2020-4-23,Algeria,3007.0,97.0,1245.0,407.0,5.0
2020-4-24,Algeria,3127.0,120.0,1304.0,415.0,8.0
2020-4-25,Algeria,3256.0,129.0,1358.0,419.0,4.0
2020-4-26,Algeria,3382.0,126.0,1449.0,425.0,6.0
2020-4-27,Algeria,3517.0,135.0,1527.0,432.0,7.0
2020-4-28,Algeria,3649.0,132.0,1561.0,437.0,5.0
2020-4-29,Algeria,3848.0,199.0,1702.0,444.0,7.0
2020-4-30,Algeria,4006.0,158.0,1777.0,450.0,6.0
2020-5-01,Algeria,4154.0,148.0,1880.0,453.0,3.0
2020-5-02,Algeria,4295.0,141.0,1964.0,459.0,6.0
2020-5-03,Algeria,4474.0,179.0,2075.0,463.0,4.0
2020-5-04,Algeria,4648.0,174.0,2185.0,465.0,2.0
2020-5-05,Algeria,4838.0,190.0,2301.0,470.0,5.0
2020-5-06,Algeria,4997.0,159.0,2324.0,476.0,6.0
2020-5-07,Algeria,5182.0,185.0,2376.0,483.0,7.0
2020-5-08,Algeria,5369.0,187.0,2414.0,488.0,5.0
2020-5-09,Algeria,5558.0,189.0,2518.0,494.0,6.0
2020-5-10,Algeria,5723.0,165.0,2543.0,502.0,8.0
2020-5-11,Algeria,5891.0,168.0,2543.0,507.0,5.0
2020-5-12,Algeria,6067.0,176.0,2554.0,515.0,8.0
2020-5-13,Algeria,6253.0,186.0,2673.0,522.0,7.0
2020-5-14,Algeria,6442.0,189.0,2755.0,529.0,7.0
2020-5-15,Algeria,6629.0,187.0,2822.0,536.0,7.0
2020-5-16,Algeria,6821.0,192.0,2870.0,542.0,6.0
2020-5-17,Algeria,7019.0,198.0,2964.0,548.0,6.0
2020-5-18,Algeria,7201.0,182.0,3021.0,555.0,7.0
2020-5-19,Algeria,7377.0,176.0,3070.0,561.0,6.0
2020-5-20,Algeria,7542.0,165.0,3006.0,568.0,7.0
2020-5-21,Algeria,7728.0,186.0,3091.0,575.0,7.0
2020-5-22,Algeria,7918.0,190.0,3080.0,582.0,7.0
2020-5-23,Algeria,8113.0,195.0,3095.0,592.0,10.0
2020-5-24,Algeria,8306.0,193.0,3128.0,600.0,8.0
2020-5-25,Algeria,8503.0,197.0,3147.0,609.0,9.0
2020-5-26,Algeria,8697.0,194.0,3162.0,617.0,8.0
2020-5-27,Algeria,8857.0,160.0,3105.0,623.0,6.0
2020-5-28,Algeria,8997.0,140.0,3090.0,630.0,7.0
2020-5-29,Algeria,9134.0,137.0,3074.0,638.0,8.0
2020-5-30,Algeria,9267.0,133.0,3072.0,646.0,8.0
2020-5-31,Algeria,9394.0,127.0,2993.0,653.0,7.0
2020-6-01,Algeria,9513.0,119.0,2958.0,661.0,8.0
2020-6-02,Algeria,9626.0,113.0,2892.0,667.0,6.0
2020-6-03,Algeria,9733.0,107.0,2842.0,673.0,6.0
2020-6-04,Algeria,9831.0,98.0,2853.0,681.0,8.0
2020-6-05,Algeria,9935.0,104.0,2792.0,690.0,9.0
2020-6-06,Algeria,10050.0,115.0,2721.0,698.0,8.0
2020-6-07,Algeria,10154.0,104.0,2730.0,707.0,9.0
2020-6-08,Algeria,10265.0,111.0,2751.0,715.0,8.0
2020-6-09,Algeria,10382.0,117.0,2707.0,724.0,9.0
2020-6-10,Algeria,10484.0,102.0,2678.0,732.0,8.0
2020-6-11,Algeria,10589.0,105.0,2593.0,741.0,9.0
2020-6-12,Algeria,10698.0,109.0,2625.0,751.0,10.0
2020-6-13,Algeria,10810.0,112.0,2630.0,760.0,9.0
2020-6-14,Algeria,10919.0,109.0,2546.0,767.0,7.0
2020-6-15,Algeria,11031.0,112.0,2519.0,777.0,10.0
2020-6-16,Algeria,11147.0,116.0,2517.0,788.0,11.0
2020-6-17,Algeria,11268.0,121.0,2526.0,799.0,11.0
2020-6-18,Algeria,11385.0,117.0,2496.0,811.0,12.0
2020-6-19,Algeria,11504.0,119.0,2483.0,825.0,14.0
2020-6-20,Algeria,11631.0,127.0,2470.0,837.0,12.0
2020-6-21,Algeria,11771.0,140.0,2504.0,845.0,8.0
2020-6-22,Algeria,11920.0,149.0,2509.0,852.0,7.0
2020-6-23,Algeria,12076.0,156.0,2541.0,861.0,9.0
2020-6-24,Algeria,12248.0,172.0,2587.0,869.0,8.0
2020-6-25,Algeria,12445.0,197.0,2647.0,878.0,9.0
2020-6-26,Algeria,12685.0,240.0,2734.0,885.0,7.0
2020-6-27,Algeria,12968.0,283.0,2874.0,892.0,7.0
2020-6-28,Algeria,13273.0,305.0,3005.0,897.0,5.0
2020-6-29,Algeria,13571.0,298.0,2992.0,905.0,8.0
2020-6-30,Algeria,13907.0,336.0,3098.0,912.0,7.0
2020-7-01,Algeria,14272.0,365.0,3312.0,920.0,8.0
2020-7-02,Algeria,14657.0,385.0,3387.0,928.0,8.0
2020-7-03,Algeria,15070.0,413.0,3301.0,937.0,9.0
2020-7-04,Algeria,15500.0,430.0,3373.0,946.0,9.0
2020-7-05,Algeria,15941.0,441.0,3497.0,952.0,6.0
2020-7-06,Algeria,16404.0,463.0,3561.0,959.0,7.0
2020-7-07,Algeria,16879.0,475.0,3817.0,968.0,9.0
2020-7-08,Algeria,17348.0,469.0,4041.0,978.0,10.0
2020-7-09,Algeria,17808.0,460.0,4183.0,988.0,10.0
2020-7-10,Algeria,18242.0,434.0,4122.0,996.0,8.0
2020-7-11,Algeria,18712.0,470.0,4584.0,1004.0,8.0
2020-7-12,Algeria,19195.0,483.0,4441.0,1011.0,7.0
2020-7-13,Algeria,19689.0,494.0,4652.0,1018.0,7.0
2020-7-14,Algeria,20216.0,527.0,4893.0,1028.0,10.0
2020-7-15,Algeria,20770.0,554.0,4938.0,1040.0,12.0
2020-7-16,Algeria,21355.0,585.0,5196.0,1052.0,12.0
2020-7-17,Algeria,21948.0,593.0,5461.0,1057.0,5.0
2020-7-18,Algeria,22549.0,601.0,5737.0,1068.0,11.0
2020-7-19,Algeria,23084.0,535.0,5955.0,1078.0,10.0
2020-7-20,Algeria,23691.0,607.0,6204.0,1087.0,9.0
2020-7-21,Algeria,24278.0,587.0,6532.0,1100.0,13.0
2020-7-22,Algeria,24872.0,594.0,6778.0,1111.0,11.0
2020-7-23,Algeria,25484.0,612.0,6991.0,1124.0,13.0
2020-7-24,Algeria,26159.0,675.0,7654.0,1136.0,12.0
2020-7-25,Algeria,26764.0,605.0,7542.0,1146.0,10.0
2020-7-26,Algeria,27357.0,593.0,8114.0,1155.0,9.0
2020-7-27,Algeria,27973.0,616.0,7973.0,1163.0,8.0
2020-7-28,Algeria,28615.0,642.0,8208.0,1174.0,11.0
2020-7-29,Algeria,29229.0,614.0,8451.0,1186.0,12.0
2020-7-30,Algeria,29831.0,602.0,8549.0,1200.0,14.0
2020-7-31,Algeria,30394.0,563.0,8647.0,1210.0,10.0
2020-8-01,Algeria,30950.0,556.0,8739.0,1223.0,13.0
2020-8-02,Algeria,31465.0,515.0,8815.0,1231.0,8.0
2020-8-03,Algeria,31972.0,507.0,8832.0,1239.0,8.0
2020-8-04,Algeria,32504.0,532.0,8881.0,1248.0,9.0
2020-8-05,Algeria,33055.0,551.0,8992.0,1261.0,13.0
2020-8-06,Algeria,33626.0,571.0,9115.0,1273.0,12.0
2020-8-07,Algeria,34155.0,529.0,9206.0,1282.0,9.0
2020-8-08,Algeria,34693.0,538.0,9317.0,1293.0,11.0
2020-8-09,Algeria,35214.0,521.0,9406.0,1302.0,9.0
2020-8-10,Algeria,35712.0,498.0,9480.0,1312.0,10.0
2020-8-11,Algeria,36204.0,492.0,9619.0,1322.0,10.0
2020-8-12,Algeria,36699.0,495.0,9739.0,1333.0,11.0
2020-8-13,Algeria,37187.0,488.0,9842.0,1341.0,8.0
2020-8-14,Algeria,37664.0,477.0,10005.0,1351.0,10.0
2020-8-15,Algeria,38133.0,469.0,10129.0,1360.0,9.0
2020-8-16,Algeria,38583.0,450.0,10196.0,1370.0,10.0
2020-8-17,Algeria,39025.0,442.0,10299.0,1379.0,9.0
2020-8-18,Algeria,39444.0,419.0,10400.0,1391.0,12.0
2020-8-19,Algeria,39847.0,403.0,10474.0,1402.0,11.0
2020-8-20,Algeria,40258.0,411.0,10566.0,1411.0,9.0
2020-8-21,Algeria,40667.0,409.0,10662.0,1418.0,7.0
2020-8-22,Algeria,41068.0,401.0,10770.0,1424.0,6.0
2020-8-23,Algeria,41460.0,392.0,10883.0,1435.0,11.0
2020-8-24,Algeria,41858.0,398.0,11043.0,1446.0,11.0
2020-8-25,Algeria,42228.0,370.0,11185.0,1456.0,10.0
2020-8-26,Algeria,42619.0,391.0,11268.0,1465.0,9.0
2020-8-27,Algeria,43016.0,397.0,11384.0,1475.0,10.0
2020-8-28,Algeria,43403.0,387.0,11484.0,1483.0,8.0
2020-8-29,Algeria,43781.0,378.0,11573.0,1491.0,8.0
2020-8-30,Algeria,44146.0,365.0,11667.0,1501.0,10.0
2020-8-31,Algeria,44494.0,348.0,11740.0,1510.0,9.0
2020-9-01,Algeria,44833.0,339.0,11822.0,1518.0,8.0
2020-9-02,Algeria,45158.0,325.0,11889.0,1523.0,5.0
2020-9-03,Algeria,45469.0,311.0,11934.0,1529.0,6.0
2020-9-04,Algeria,45773.0,304.0,11975.0,1539.0,10.0
2020-9-05,Algeria,46071.0,298.0,12041.0,1549.0,10.0
2020-9-06,Algeria,46364.0,293.0,12063.0,1556.0,7.0
2020-9-07,Algeria,46653.0,289.0,12106.0,1562.0,6.0
2020-9-08,Algeria,46938.0,285.0,12184.0,1571.0,9.0
2020-9-09,Algeria,47216.0,278.0,12256.0,1581.0,10.0
2020-9-10,Algeria,47488.0,272.0,12335.0,1591.0,10.0
2020-9-11,Algeria,47752.0,264.0,12430.0,1599.0,8.0
2020-9-12,Algeria,48007.0,255.0,12527.0,1605.0,6.0
2020-9-13,Algeria,48254.0,247.0,12605.0,1612.0,7.0
2020-9-14,Algeria,48496.0,242.0,12672.0,1620.0,8.0
2020-9-15,Algeria,48734.0,238.0,12717.0,1632.0,12.0
2020-9-16,Algeria,48966.0,232.0,12804.0,1645.0,13.0
2020-9-17,Algeria,49194.0,228.0,12865.0,1654.0,9.0
2020-9-18,Algeria,49413.0,219.0,12936.0,1659.0,5.0
2020-9-19,Algeria,49623.0,210.0,13035.0,1665.0,6.0
2020-9-20,Algeria,49826.0,203.0,13107.0,1672.0,7.0
2020-9-21,Algeria,50023.0,197.0,13164.0,1679.0,7.0
2020-9-22,Algeria,50214.0,191.0,13218.0,1689.0,10.0
2020-9-23,Algeria,50400.0,186.0,13274.0,1698.0,9.0
2020-9-24,Algeria,50579.0,179.0,13332.0,1703.0,5.0
2020-9-25,Algeria,50754.0,175.0,13393.0,1707.0,4.0
2020-9-26,Algeria,50914.0,160.0,13447.0,1711.0,4.0
2020-9-27,Algeria,51067.0,153.0,13493.0,1714.0,3.0
2020-9-28,Algeria,51213.0,146.0,13532.0,1719.0,5.0
2020-9-29,Algeria,51368.0,155.0,13579.0,1726.0,7.0
2020-9-30,Algeria,51530.0,162.0,13620.0,1736.0,10.0
2021-1-01,Algeria,99897.0,287.0,29740.0,2762.0,6.0
2021-1-02,Algeria,100159.0,262.0,29779.0,2769.0,7.0
2021-1-03,Algeria,100408.0,249.0,29828.0,2772.0,3.0
2021-1-04,Algeria,100645.0,237.0,29869.0,2777.0,5.0
2021-1-05,Algeria,100873.0,228.0,29906.0,2782.0,5.0
2021-1-06,Algeria,101120.0,247.0,29951.0,2786.0,4.0
2021-1-07,Algeria,101382.0,262.0,30001.0,2792.0,6.0
2021-1-08,Algeria,101657.0,275.0,30057.0,2798.0,6.0
2021-1-09,Algeria,101913.0,256.0,30099.0,2803.0,5.0
2021-1-10,Algeria,102144.0,231.0,30125.0,2807.0,4.0
2021-1-11,Algeria,102369.0,225.0,30154.0,2812.0,5.0
2021-1-12,Algeria,102641.0,272.0,30217.0,2816.0,4.0
2021-1-13,Algeria,102860.0,219.0,30250.0,2819.0,3.0
2021-1-14,Algeria,103127.0,267.0,30313.0,2822.0,3.0
2021-1-15,Algeria,103381.0,254.0,30366.0,2827.0,5.0
2021-1-16,Algeria,103611.0,230.0,30407.0,2831.0,4.0
2021-1-17,Algeria,103833.0,222.0,30443.0,2836.0,5.0
2021-1-18,Algeria,104092.0,259.0,30505.0,2840.0,4.0
2021-1-19,Algeria,104341.0,249.0,30565.0,2843.0,3.0
2021-1-20,Algeria,104606.0,265.0,30630.0,2849.0,6.0
2021-1-21,Algeria,104852.0,246.0,30656.0,2853.0,4.0
2021-1-22,Algeria,105124.0,272.0,30716.0,2856.0,3.0
2021-1-23,Algeria,105369.0,245.0,30753.0,2861.0,5.0
2021-1-24,Algeria,105596.0,227.0,30788.0,2863.0,2.0
2021-1-25,Algeria,105854.0,258.0,30845.0,2866.0,3.0
2021-1-26,Algeria,106097.0,243.0,30890.0,2871.0,5.0
2021-1-27,Algeria,106359.0,262.0,30944.0,2877.0,6.0
2021-1-28,Algeria,106610.0,251.0,30984.0,2881.0,4.0
2021-1-29,Algeria,106887.0,277.0,31047.0,2884.0,3.0
2021-1-30,Algeria,107122.0,235.0,31082.0,2888.0,4.0
2021-1-31,Algeria,107339.0,217.0,31104.0,2891.0,3.0
2021-2-01,Algeria,107578.0,239.0,31154.0,2894.0,3.0
2021-2-02,Algeria,107841.0,263.0,31211.0,2898.0,4.0
2021-2-03,Algeria,108116.0,275.0,31276.0,2900.0,2.0
2021-2-04,Algeria,108381.0,265.0,31341.0,2904.0,4.0
2021-2-05,Algeria,108629.0,248.0,31390.0,2909.0,5.0
2021-2-06,Algeria,108852.0,223.0,31433.0,2911.0,2.0
2021-2-07,Algeria,109088.0,236.0,31482.0,2914.0,3.0
2021-2-08,Algeria,109313.0,225.0,31524.0,2918.0,4.0
2021-2-09,Algeria,109559.0,246.0,31578.0,2924.0,6.0
2021-2-10,Algeria,109782.0,223.0,31613.0,2926.0,2.0
2021-2-11,Algeria,110049.0,267.0,31683.0,2930.0,4.0
2021-2-12,Algeria,110303.0,254.0,31743.0,2932.0,2.0
2021-2-13,Algeria,110513.0,210.0,31762.0,2935.0,3.0
2021-2-14,Algeria,110711.0,198.0,31773.0,2939.0,4.0
2021-2-15,Algeria,110894.0,183.0,31783.0,2943.0,4.0
2021-2-16,Algeria,111069.0,175.0,31794.0,2945.0,2.0
2021-2-17,Algeria,111247.0,178.0,31811.0,2947.0,2.0
2021-2-18,Algeria,111418.0,171.0,31828.0,2950.0,3.0
2021-2-19,Algeria,111600.0,182.0,31849.0,2954.0,4.0
2021-2-20,Algeria,111764.0,164.0,31866.0,2958.0,4.0
2021-2-21,Algeria,111917.0,153.0,31880.0,2961.0,3.0
2021-2-22,Algeria,112094.0,177.0,31905.0,2964.0,3.0
2021-2-23,Algeria,112279.0,185.0,31930.0,2967.0,3.0
2020-1-22,Andorra,0.0,0.0,0.0,0.0,0.0
2020-1-23,Andorra,0.0,0.0,0.0,0.0,0.0
2020-1-24,Andorra,0.0,0.0,0.0,0.0,0.0
2020-1-25,Andorra,0.0,0.0,0.0,0.0,0.0
2020-1-26,Andorra,0.0,0.0,0.0,0.0,0.0
2020-1-27,Andorra,0.0,0.0,0.0,0.0,0.0
2020-1-28,Andorra,0.0,0.0,0.0,0.0,0.0
2020-1-29,Andorra,0.0,0.0,0.0,0.0,0.0
2020-1-30,Andorra,0.0,0.0,0.0,0.0,0.0
